Indice  Estatus    Matricula  Apellido paterno     Apellido materno     Nombre               Edad  Genero    
1909    ACTIVO     308512     DE LA FUENTE         ANDRADE              ALEJANDRO            46    HOMBRE    
1910    ACTIVO     314712     DEL TORO             MARTINEZ             JOHAN                58    HOMBRE    
1911    ACTIVO     320537     MARTINEZ             COTA                 ESMERALDA            37    MUJER     
1912    ACTIVO     330698     HERNANDEZ            FERNANDEZ            HUGO                 30    HOMBRE    
1913    ACTIVO     312610     CASTILLO             ALVAREZ              OLIVIA               38    MUJER     
1914    ACTIVO     304601     ALVAREZ              FERNANDEZ            JESUS                52    HOMBRE    
1915    ACTIVO     315153     ROJAS                BENITEZ              ALEJANDRA            53    MUJER     
1916    ACTIVO     319887     VERA                 QUISPE               AXEL                 61    HOMBRE    
1917    ACTIVO     324123     VERA                 CASTILLO             ISAAC                30    HOMBRE    
1918    ACTIVO     322216     HERNANDEZ            RODRIGUEZ            MIA                  25    MUJER     
1919    ACTIVO     316684     FLORES               HERNANDEZ            SOFIA                59    MUJER     
1920    ACTIVO     316015     SILVA                JUAREZ               ERICK                19    HOMBRE    
1921    ACTIVO     331458     RODRIGUEZ            DIAZ                 FERNANDA             63    MUJER     
1922    ACTIVO     319959     DEL TORO             DIAZ                 PABLO                19    HOMBRE    
1923    ACTIVO     301039     DUARTE               ROJAS                HUGO                 32    HOMBRE    
1924    ACTIVO     301532     FLORES               ALVAREZ              MARCO                22    HOMBRE    
1925    ACTIVO     323855     DUARTE               CASTRO               MANUEL               38    HOMBRE    
1926    ACTIVO     327196     HERNANDEZ            CASTRO               ALEXA                69    MUJER     
1927    ACTIVO     309414     MARTINEZ             RODRIGUEZ            VALENTINA            39    MUJER     
1928    ACTIVO     329137     SANCHEZ              ESPINOZA             AURA                 59    MUJER     
1929    ACTIVO     306622     LOPEZ                QUISPE               ALICIA               62    MUJER     
1930    ACTIVO     314960     DE LA FUENTE         DUARTE               VALENTINA            44    MUJER     
1931    ACTIVO     318112     DIAZ                 COTA                 OLIVER               55    HOMBRE    
1932    ACTIVO     322983     RODRIGUEZ            LOPEZ                AMANDA               67    MUJER     
1933    ACTIVO     328839     RODRIGUEZ            PEREZ                ALEJANDRA            32    MUJER     
1934    ACTIVO     321795     RODRIGUEZ            GARCIA               ADONIS               60    HOMBRE    
1935    ACTIVO     310859     DUARTE               MEJIA                HUGO                 68    HOMBRE    
1936    ACTIVO     321870     FLORES               DUARTE               ALICIA               51    MUJER     
1937    ACTIVO     311413     FERNANDEZ            CONTRERAS            DANIEL               47    HOMBRE    
1938    ACTIVO     327546     DE LA FUENTE         MEJIA                MARIA                63    MUJER     
1939    ACTIVO     308965     GARCIA               RUIZ                 JULIETA              50    MUJER     
1940    ACTIVO     318603     ROJAS                CONTRERAS            JOHAN                63    HOMBRE    
1941    ACTIVO     321309     MORA                 QUISPE               VALENTINA            28    MUJER     
1942    ACTIVO     321576     ESPINOZA             SANCHEZ              MANUEL               53    HOMBRE    
1943    ACTIVO     308753     BENITEZ              DE LA FUENTE         ALEXIA               42    MUJER     
1944    ACTIVO     316847     DE LA FUENTE         VERA                 ALVARO               28    HOMBRE    
1945    ACTIVO     309560     PEREZ                FERNANDEZ            REBECA               56    MUJER     
1946    ACTIVO     311402     QUISPE               DEL TORO             PAOLA                43    MUJER     
1947    ACTIVO     325410     ROJAS                GARCIA               ALVARO               59    HOMBRE    
1948    ACTIVO     302580     ROJAS                VERA                 ALVARO               19    HOMBRE    
1949    ACTIVO     302931     DEL TORO             SILVA                OLIVER               19    HOMBRE    
1950    ACTIVO     330780     ROJAS                ESPINOZA             PABLO                19    HOMBRE    
1951    ACTIVO     304724     VERA                 DE LA FUENTE         ESMERALDA            33    MUJER     
1952    ACTIVO     301709     CONTRERAS            CASTRO               ALEJANDRA            42    MUJER     
1953    ACTIVO     322858     FLORES               RUIZ                 VALERIA              46    MUJER     
1954    ACTIVO     321629     CONTRERAS            FLORES               HUGO                 50    HOMBRE    
1955    ACTIVO     329341     GARCIA               ROJAS                VALERIA              46    MUJER     
1956    ACTIVO     311343     ESPINOZA             FERNANDEZ            HUGO                 64    HOMBRE    
1957    ACTIVO     308317     HERNANDEZ            CASTRO               ALICIA               38    MUJER     
1958    ACTIVO     325522     ANDRADE              MORA                 TERESA               21    MUJER     
1959    ACTIVO     312253     BENITEZ              MEJIA                PAOLA                23    MUJER     
1960    ACTIVO     332070     COTA                 ROJAS                VALENTINA            24    MUJER     
1961    ACTIVO     331310     FERNANDEZ            VERA                 LUCAS                20    HOMBRE    
1962    ACTIVO     314797     QUISPE               DE LA FUENTE         ALBERTO              27    HOMBRE    
1963    ACTIVO     301085     SILVA                DE LA FUENTE         ERICK                55    HOMBRE    
1964    ACTIVO     317755     CASTRO               LOPEZ                ESMERALDA            20    MUJER     
1965    ACTIVO     313228     CONTRERAS            BENITEZ              TERESA               38    MUJER     
1966    ACTIVO     316921     SILVA                RODRIGUEZ            ALEXIA               50    MUJER     
1967    ACTIVO     331961     CASTILLO             FLORES               TERESA               49    MUJER     
1968    ACTIVO     300695     ANDRADE              CASTRO               FRANCISCO            64    HOMBRE    
1969    ACTIVO     329187     HERNANDEZ            SANCHEZ              ALEJANDRO            22    HOMBRE    
1970    ACTIVO     326512     VERA                 VERA                 TERESA               39    MUJER     
1971    ACTIVO     304986     FLORES               DE LA FUENTE         FERNANDA             22    MUJER     
1972    ACTIVO     315037     ESPINOZA             MORA                 ELENA                54    MUJER     
1973    ACTIVO     303522     HERNANDEZ            CASTILLO             OLIVIA               42    MUJER     
1974    ACTIVO     323391     DE LA FUENTE         ROJAS                ADONIS               62    HOMBRE    
1975    ACTIVO     309481     SILVA                DE LA FUENTE         MANUEL               49    HOMBRE    
1976    ACTIVO     317448     MEJIA                DIAZ                 AMANDA               68    MUJER     
1977    ACTIVO     331179     PEREZ                ALVAREZ              JULIETA              67    MUJER     
1978    ACTIVO     314635     FLORES               CASTILLO             MONSERRAT            37    MUJER     
1979    ACTIVO     304802     GARCIA               CASTRO               LUCAS                57    HOMBRE    
1980    ACTIVO     310468     COTA                 PEREZ                YAEL                 49    HOMBRE    
1981    ACTIVO     322547     CONTRERAS            ANDRADE              ADONIS               30    HOMBRE    
1982    ACTIVO     303210     CASTRO               CONTRERAS            DAFNE                62    MUJER     
1983    ACTIVO     327574     MEJIA                ROJAS                ADONIS               33    HOMBRE    
1984    ACTIVO     321396     BENITEZ              DE LA FUENTE         MONSERRAT            32    MUJER     
1985    ACTIVO     302854     DE LA FUENTE         ESPINOZA             FELIX                59    HOMBRE    
1986    ACTIVO     309865     PINEDA               SILVA                ABRIL                17    MUJER     
1987    ACTIVO     326186     MARTINEZ             DIAZ                 FELIX                23    HOMBRE    
1988    ACTIVO     303340     PINEDA               SANCHEZ              FRIDA                68    MUJER     
1989    ACTIVO     306050     MARTINEZ             VERA                 GERMAN               56    HOMBRE    
1990    ACTIVO     317190     ROJAS                ALVAREZ              MANUEL               41    HOMBRE    
1991    ACTIVO     310677     ANDRADE              ANDRADE              PAOLA                22    MUJER     
1992    ACTIVO     318901     DUARTE               LOPEZ                LEONARDO             66    HOMBRE    
1993    ACTIVO     321945     RUIZ                 FERNANDEZ            ERICK                31    HOMBRE    
1994    ACTIVO     332469     DEL TORO             MORA                 MARCO                26    HOMBRE    
1995    ACTIVO     326500     LOPEZ                COTA                 YAEL                 46    HOMBRE    
1996    ACTIVO     318350     PINEDA               ANDRADE              FRANCISCO            50    HOMBRE    
1997    ACTIVO     329362     PEREZ                MORA                 LUCAS                19    HOMBRE    
1998    ACTIVO     307166     PEREZ                JUAREZ               PABLO                26    HOMBRE    
1999    ACTIVO     317687     CONTRERAS            COTA                 VALENTINA            51    MUJER     
2000    ACTIVO     331495     MEJIA                GARCIA               JAVIER               68    HOMBRE    
2001    ACTIVO     316999     CASTRO               DE LA FUENTE         PAOLA                58    MUJER     
2002    ACTIVO     306267     JUAREZ               ROJAS                OLIVER               52    HOMBRE    
2003    ACTIVO     305411     DIAZ                 ANDRADE              ALICIA               50    MUJER     
2004    ACTIVO     319590     DEL TORO             GARCIA               FELIX                30    HOMBRE    
2005    ACTIVO     322098     DIAZ                 FLORES               JOHAN                24    HOMBRE    
2006    ACTIVO     332481     JUAREZ               RUIZ                 HUGO                 51    HOMBRE    
2007    ACTIVO     325013     DEL TORO             FLORES               GAEL                 20    HOMBRE    
2008    ACTIVO     322718     FLORES               DUARTE               ADONIS               55    HOMBRE    
2009    ACTIVO     309766     GARCIA               DUARTE               LUCAS                57    HOMBRE    
2010    ACTIVO     323007     ROJAS                DEL TORO             ADAM                 17    HOMBRE    
2011    ACTIVO     326759     RUIZ                 LOPEZ                ALVARO               32    HOMBRE    
2012    ACTIVO     316575     GARCIA               MORA                 AURA                 67    MUJER     
2013    ACTIVO     310308     MARTINEZ             ESPINOZA             MARIA                37    MUJER     
2014    ACTIVO     331860     DUARTE               ALVAREZ              GINA                 67    MUJER     
2015    ACTIVO     319252     RODRIGUEZ            MARTINEZ             MANUEL               49    HOMBRE    
2016    ACTIVO     321223     ANDRADE              RODRIGUEZ            ALEJANDRO            60    HOMBRE    
2017    ACTIVO     300602     ALVAREZ              ALVAREZ              FRANCISCO            45    HOMBRE    
2018    ACTIVO     309638     LOPEZ                DUARTE               JAVIER               28    HOMBRE    
2019    ACTIVO     309404     ANDRADE              COTA                 JESUS                19    HOMBRE    
2020    ACTIVO     312845     MORA                 DIAZ                 ALEJANDRA            48    MUJER     
2021    ACTIVO     327476     GARCIA               CONTRERAS            DYLAN                50    HOMBRE    
2022    ACTIVO     302895     RODRIGUEZ            PINEDA               LUCAS                39    HOMBRE    
2023    ACTIVO     300802     DE LA FUENTE         DUARTE               HUGO                 60    HOMBRE    
2024    ACTIVO     325923     DEL TORO             DUARTE               ABRIL                30    MUJER     
2025    ACTIVO     317565     LOPEZ                DE LA FUENTE         LEONARDO             24    HOMBRE    
2026    ACTIVO     326989     QUISPE               VERA                 MARTINA              43    MUJER     
2027    ACTIVO     309494     FLORES               CASTILLO             SOFIA                48    MUJER     
2028    ACTIVO     308054     RUIZ                 JUAREZ               BIANCA               62    MUJER     
2029    ACTIVO     301473     CASTILLO             ALVAREZ              OLIVER               67    HOMBRE    
2030    ACTIVO     318258     SILVA                LOPEZ                VALENTINA            40    MUJER     
2031    ACTIVO     326354     ROJAS                SANCHEZ              MARIA                67    MUJER     
2032    ACTIVO     326494     CASTILLO             RODRIGUEZ            ALICIA               29    MUJER     
2033    ACTIVO     304349     PEREZ                SANCHEZ              ALEJANDRA            69    MUJER     
2034    ACTIVO     318300     RUIZ                 ALVAREZ              MIA                  46    MUJER     
2035    ACTIVO     332591     SILVA                BENITEZ              ADAM                 37    HOMBRE    
2036    ACTIVO     304747     FLORES               DUARTE               GINEBRA              60    MUJER     
2037    ACTIVO     327085     SILVA                PEREZ                FRANCISCO            20    HOMBRE    
2038    ACTIVO     307851     SANCHEZ              CASTILLO             GAEL                 32    HOMBRE    
2039    ACTIVO     302156     COTA                 VERA                 PAOLA                70    MUJER     
2040    ACTIVO     305072     PEREZ                ROJAS                JAVIER               67    HOMBRE    
2041    ACTIVO     327921     HERNANDEZ            RODRIGUEZ            ALICIA               38    MUJER     
2042    ACTIVO     328517     BENITEZ              CASTILLO             ESMERALDA            37    MUJER     
2043    ACTIVO     304010     DUARTE               ESPINOZA             MIA                  26    MUJER     
2044    ACTIVO     308195     CASTRO               PEREZ                DYLAN                28    HOMBRE    
2045    ACTIVO     326765     JUAREZ               LOPEZ                MAGDALENA            63    MUJER     
2046    ACTIVO     313682     RUIZ                 QUISPE               ADONIS               30    HOMBRE    
2047    ACTIVO     313583     DUARTE               FERNANDEZ            FELIX                32    HOMBRE    
2048    ACTIVO     324800     LOPEZ                CONTRERAS            OLIVER               59    HOMBRE    
2049    ACTIVO     317000     QUISPE               FERNANDEZ            GINA                 43    MUJER     
2050    ACTIVO     316736     RODRIGUEZ            DE LA FUENTE         VALENTINA            60    MUJER     
2051    ACTIVO     323238     SILVA                BENITEZ              AMANDA               20    MUJER     
2052    ACTIVO     314501     ANDRADE              SANCHEZ              HUGO                 19    HOMBRE    
2053    ACTIVO     312463     VERA                 PINEDA               MANUEL               38    HOMBRE    
2054    ACTIVO     317407     GARCIA               QUISPE               ALEJANDRO            49    HOMBRE    
2055    ACTIVO     325755     FLORES               ANDRADE              HUGO                 40    HOMBRE    
2056    ACTIVO     305525     CONTRERAS            MEJIA                AXEL                 36    HOMBRE    
2057    ACTIVO     300209     QUISPE               COTA                 ALVARO               54    HOMBRE    
2058    ACTIVO     327107     JUAREZ               ESPINOZA             CAMILA               70    MUJER     
2059    ACTIVO     301922     BENITEZ              FLORES               BRUNO                33    HOMBRE    
2060    ACTIVO     321879     GARCIA               DUARTE               JOHAN                18    HOMBRE    
2061    ACTIVO     328451     DEL TORO             ALVAREZ              MONSERRAT            31    MUJER     
2062    ACTIVO     301767     PINEDA               DE LA FUENTE         DYLAN                26    HOMBRE    
2063    ACTIVO     332191     RUIZ                 RODRIGUEZ            PAOLA                42    MUJER     
2064    ACTIVO     307566     BENITEZ              SILVA                ABRIL                38    MUJER     
2065    ACTIVO     325770     VERA                 DE LA FUENTE         AMANDA               40    MUJER     
2066    ACTIVO     312700     CASTILLO             VERA                 IVAN                 22    HOMBRE    
2067    ACTIVO     323458     QUISPE               JUAREZ               VALERIA              32    MUJER     
2068    ACTIVO     315312     RODRIGUEZ            BENITEZ              MIA                  49    MUJER     
2069    ACTIVO     316799     CASTRO               RODRIGUEZ            GINA                 29    MUJER     
2070    ACTIVO     305752     VERA                 DIAZ                 FRIDA                45    MUJER     
2071    ACTIVO     300740     BENITEZ              FLORES               MIA                  47    MUJER     
2072    ACTIVO     331063     FERNANDEZ            GARCIA               ALEJANDRA            39    MUJER     
2073    ACTIVO     311196     ESPINOZA             COTA                 ESMERALDA            45    MUJER     
2074    ACTIVO     308652     DIAZ                 DE LA FUENTE         CAMILA               43    MUJER     
2075    ACTIVO     323184     MORA                 LOPEZ                AXEL                 23    HOMBRE    
2076    ACTIVO     311687     COTA                 FLORES               LEONARDO             26    HOMBRE    
2077    ACTIVO     328959     MEJIA                ESPINOZA             OLIVIA               61    MUJER     
2078    ACTIVO     328421     DE LA FUENTE         RUIZ                 ELENA                48    MUJER     
2079    ACTIVO     300508     VERA                 JUAREZ               LEONARDO             47    HOMBRE    
2080    ACTIVO     321105     ROJAS                ESPINOZA             SOFIA                32    MUJER     
2081    ACTIVO     313901     ANDRADE              ANDRADE              AXEL                 34    HOMBRE    
2082    ACTIVO     313112     COTA                 FLORES               JOHAN                19    HOMBRE    
2083    ACTIVO     310178     RODRIGUEZ            DE LA FUENTE         JULIETA              30    MUJER     
2084    ACTIVO     314860     FLORES               PEREZ                MIA                  37    MUJER     
2085    ACTIVO     327346     ANDRADE              HERNANDEZ            VALENTINA            55    MUJER     
2086    ACTIVO     308668     BENITEZ              ANDRADE              GAEL                 49    HOMBRE    
2087    ACTIVO     317725     ROJAS                ROJAS                MARIA                33    MUJER     
2088    ACTIVO     332498     DEL TORO             COTA                 ALEJANDRA            33    MUJER     
2089    ACTIVO     319645     ALVAREZ              MARTINEZ             HUGO                 61    HOMBRE    
2090    ACTIVO     325677     PEREZ                CONTRERAS            MANUEL               48    HOMBRE    
2091    ACTIVO     327150     QUISPE               DIAZ                 ABRIL                61    MUJER     
2092    ACTIVO     300832     DEL TORO             PINEDA               FELIX                59    HOMBRE    
2093    ACTIVO     331777     BENITEZ              BENITEZ              REBECA               39    MUJER     
2094    ACTIVO     308523     RODRIGUEZ            LOPEZ                ALVARO               66    HOMBRE    
2095    ACTIVO     306044     SILVA                SANCHEZ              HUGO                 39    HOMBRE    
2096    ACTIVO     300057     DE LA FUENTE         SANCHEZ              ERICK                49    HOMBRE    
2097    ACTIVO     307828     GARCIA               FERNANDEZ            MARTINA              19    MUJER     
2098    ACTIVO     305242     SANCHEZ              DUARTE               PABLO                52    HOMBRE    
2099    ACTIVO     311405     JUAREZ               COTA                 AMANDA               21    MUJER     
2100    ACTIVO     309666     SILVA                COTA                 JAVIER               36    HOMBRE    
2101    ACTIVO     304785     SILVA                ALVAREZ              MARCO                18    HOMBRE    
2102    ACTIVO     313793     QUISPE               PEREZ                GINA                 19    MUJER     
2103    ACTIVO     324656     MEJIA                MEJIA                AURA                 65    MUJER     
2104    ACTIVO     318917     MORA                 QUISPE               OLIVIA               51    MUJER     
2105    ACTIVO     313208     MORA                 CASTILLO             DAFNE                65    MUJER     
2106    ACTIVO     329037     DE LA FUENTE         RUIZ                 FERNANDA             18    MUJER     
2107    ACTIVO     320117     QUISPE               MORA                 YAEL                 39    HOMBRE    
2108    ACTIVO     310319     HERNANDEZ            DE LA FUENTE         LEONARDO             70    HOMBRE    
2109    ACTIVO     311370     ALVAREZ              MEJIA                MONSERRAT            54    MUJER     
2110    ACTIVO     328270     RUIZ                 ROJAS                LEONARDO             40    HOMBRE    
2111    ACTIVO     304817     ROJAS                PINEDA               FRANCISCO            26    HOMBRE    
2112    ACTIVO     312756     PEREZ                HERNANDEZ            VALERIA              30    MUJER     
2113    ACTIVO     331330     ESPINOZA             MORA                 ALEXA                29    MUJER     
2114    ACTIVO     317795     DUARTE               DUARTE               YAEL                 21    HOMBRE    
2115    ACTIVO     308177     PINEDA               HERNANDEZ            HUGO                 23    HOMBRE    
2116    ACTIVO     328095     FERNANDEZ            JUAREZ               FRIDA                56    MUJER     
2117    ACTIVO     309914     CONTRERAS            JUAREZ               OLIVIA               61    MUJER     
2118    ACTIVO     325008     ALVAREZ              JUAREZ               BRUNA                25    MUJER     
2119    ACTIVO     332046     MEJIA                MARTINEZ             SOFIA                24    MUJER     
2120    ACTIVO     312849     CASTILLO             RUIZ                 ALICIA               38    MUJER     
2121    ACTIVO     331609     VERA                 QUISPE               AXEL                 23    HOMBRE    
2122    ACTIVO     301763     FLORES               QUISPE               ALEJANDRA            68    MUJER     
2123    ACTIVO     312437     VERA                 BENITEZ              IVAN                 65    HOMBRE    
2124    ACTIVO     321702     MEJIA                COTA                 BIANCA               62    MUJER     
2125    ACTIVO     323650     MORA                 QUISPE               HUGO                 40    HOMBRE    
2126    ACTIVO     300827     JUAREZ               PEREZ                IVAN                 64    HOMBRE    
2127    ACTIVO     305768     ESPINOZA             JUAREZ               BRUNA                18    MUJER     
2128    ACTIVO     301530     VERA                 BENITEZ              HUGO                 64    HOMBRE    
2129    ACTIVO     326591     DUARTE               ESPINOZA             BIANCA               38    MUJER     
2130    ACTIVO     331124     ESPINOZA             ANDRADE              OLIVER               55    HOMBRE    
2131    ACTIVO     310513     FLORES               MEJIA                CAMILA               56    MUJER     
2132    ACTIVO     328456     DIAZ                 MEJIA                SOFIA                43    MUJER     
2133    ACTIVO     308717     FERNANDEZ            CASTRO               YAEL                 28    HOMBRE    
2134    ACTIVO     307710     FLORES               BENITEZ              ALEXA                47    MUJER     
2135    ACTIVO     323133     DEL TORO             LOPEZ                GAEL                 45    HOMBRE    
2136    ACTIVO     319287     ANDRADE              FERNANDEZ            ELENA                65    MUJER     
2137    ACTIVO     329296     CONTRERAS            DE LA FUENTE         ABRIL                56    MUJER     
2138    ACTIVO     328881     SILVA                BENITEZ              FRANCISCO            45    HOMBRE    
2139    ACTIVO     315459     MARTINEZ             VERA                 ESMERALDA            30    MUJER     
2140    ACTIVO     331387     PEREZ                DIAZ                 GERMAN               41    HOMBRE    
2141    ACTIVO     322542     GARCIA               QUISPE               MARIA                63    MUJER     
2142    ACTIVO     317659     MORA                 CASTRO               MANUEL               52    HOMBRE    
2143    ACTIVO     307762     SILVA                GARCIA               BRUNO                47    HOMBRE    
2144    ACTIVO     318398     ANDRADE              FERNANDEZ            PABLO                58    HOMBRE    
2145    ACTIVO     326528     HERNANDEZ            RODRIGUEZ            YAEL                 33    HOMBRE    
2146    ACTIVO     307039     HERNANDEZ            ESPINOZA             JOHAN                23    HOMBRE    
2147    ACTIVO     331181     GARCIA               SILVA                PAOLA                28    MUJER     
2148    ACTIVO     316987     DEL TORO             DEL TORO             JESUS                19    HOMBRE    
2149    ACTIVO     300100     CASTILLO             GARCIA               PAOLA                26    MUJER     
2150    ACTIVO     301302     CONTRERAS            DEL TORO             AXEL                 38    HOMBRE    
2151    ACTIVO     314970     COTA                 BENITEZ              DANIEL               54    HOMBRE    
2152    ACTIVO     305997     SANCHEZ              PINEDA               ISAAC                69    HOMBRE    
2153    ACTIVO     303380     RUIZ                 FERNANDEZ            ALEJANDRA            46    MUJER     
2154    ACTIVO     300905     ROJAS                CONTRERAS            TERESA               64    MUJER     
2155    ACTIVO     307662     ANDRADE              CONTRERAS            GERMAN               28    HOMBRE    
2156    ACTIVO     313756     MORA                 PEREZ                GAEL                 20    HOMBRE    
2157    ACTIVO     324441     GARCIA               DUARTE               LUCAS                28    HOMBRE    
2158    ACTIVO     304438     CASTRO               LOPEZ                JOHAN                17    HOMBRE    
2159    ACTIVO     318703     DEL TORO             SILVA                ADRIAN               37    HOMBRE    
2160    ACTIVO     306910     MORA                 COTA                 HUGO                 32    HOMBRE    
2161    ACTIVO     326592     DEL TORO             MEJIA                PABLO                24    HOMBRE    
2162    ACTIVO     322112     PEREZ                SANCHEZ              BIANCA               66    MUJER     
2163    ACTIVO     306490     COTA                 ESPINOZA             VALERIA              60    MUJER     
2164    ACTIVO     315385     MORA                 PINEDA               PABLO                58    HOMBRE    
2165    ACTIVO     314594     SILVA                ROJAS                JAVIER               39    HOMBRE    
2166    ACTIVO     306872     PINEDA               RODRIGUEZ            DYLAN                69    HOMBRE    
2167    ACTIVO     327878     PINEDA               DIAZ                 ADRIAN               39    HOMBRE    
2168    ACTIVO     322701     COTA                 ANDRADE              DYLAN                58    HOMBRE    
2169    ACTIVO     304066     RODRIGUEZ            CONTRERAS            ADONIS               59    HOMBRE    
2170    ACTIVO     306120     CASTRO               DEL TORO             FELIX                33    HOMBRE    
2171    ACTIVO     318448     GARCIA               ANDRADE              TERESA               65    MUJER     
2172    ACTIVO     324116     LOPEZ                JUAREZ               ALEXA                57    MUJER     
2173    ACTIVO     301423     PINEDA               MORA                 ADAM                 69    HOMBRE    
2174    ACTIVO     306638     DUARTE               VERA                 OLIVER               41    HOMBRE    
2175    ACTIVO     325977     RODRIGUEZ            QUISPE               GERMAN               46    HOMBRE    
2176    ACTIVO     308651     MEJIA                PEREZ                ABRIL                20    MUJER     
2177    ACTIVO     313598     ALVAREZ              JUAREZ               GERMAN               27    HOMBRE    
2178    ACTIVO     302729     DE LA FUENTE         SILVA                BIANCA               23    MUJER     
2179    ACTIVO     304485     DIAZ                 SILVA                HUGO                 69    HOMBRE    
2180    ACTIVO     328596     PEREZ                JUAREZ               ALEJANDRO            24    HOMBRE    
2181    ACTIVO     324356     GARCIA               PINEDA               GERMAN               17    HOMBRE    
2182    ACTIVO     302236     HERNANDEZ            DUARTE               ESMERALDA            24    MUJER     
2183    ACTIVO     305597     PEREZ                GARCIA               ELENA                63    MUJER     
2184    ACTIVO     310965     SANCHEZ              DE LA FUENTE         MARCO                39    HOMBRE    
2185    ACTIVO     307484     BENITEZ              CASTRO               OLIVER               63    HOMBRE    
2186    ACTIVO     303888     MEJIA                DUARTE               ALEJANDRA            68    MUJER     
2187    ACTIVO     313550     PINEDA               ANDRADE              MANUEL               17    HOMBRE    
2188    ACTIVO     331801     ROJAS                RODRIGUEZ            YAEL                 22    HOMBRE    
2189    ACTIVO     309605     JUAREZ               RODRIGUEZ            JOHAN                32    HOMBRE    
2190    ACTIVO     311505     CASTILLO             COTA                 AXEL                 52    HOMBRE    
2191    ACTIVO     313674     RUIZ                 FLORES               HUGO                 19    HOMBRE    
2192    ACTIVO     304749     CASTILLO             MORA                 JESUS                17    HOMBRE    
2193    ACTIVO     327542     DUARTE               DUARTE               CAMILA               43    MUJER     
2194    ACTIVO     307264     JUAREZ               SILVA                ALICIA               55    MUJER     
2195    ACTIVO     303707     DE LA FUENTE         ANDRADE              GAEL                 30    HOMBRE    
2196    ACTIVO     331099     DE LA FUENTE         VERA                 ALBERTO              49    HOMBRE    
2197    ACTIVO     301496     COTA                 DEL TORO             JULIETA              17    MUJER     
2198    ACTIVO     300975     ANDRADE              CASTRO               ALEXIA               52    MUJER     
2199    ACTIVO     327776     JUAREZ               VERA                 ISAAC                48    HOMBRE    
2200    ACTIVO     322141     PEREZ                RUIZ                 BIANCA               69    MUJER     
2201    ACTIVO     321965     PINEDA               PEREZ                BIANCA               20    MUJER     
2202    ACTIVO     327892     DE LA FUENTE         FERNANDEZ            ADAM                 18    HOMBRE    
2203    ACTIVO     318214     MARTINEZ             JUAREZ               BRUNO                58    HOMBRE    
2204    ACTIVO     311155     DE LA FUENTE         JUAREZ               ALEXIA               26    MUJER     
2205    ACTIVO     311168     GARCIA               MEJIA                ESMERALDA            51    MUJER     
2206    ACTIVO     316915     DE LA FUENTE         DE LA FUENTE         MANUEL               38    HOMBRE    
2207    ACTIVO     308082     QUISPE               PINEDA               GAEL                 44    HOMBRE    
2208    ACTIVO     317727     SANCHEZ              COTA                 MAGDALENA            43    MUJER     
2209    ACTIVO     324119     VERA                 SILVA                VALENTINA            23    MUJER     
2210    ACTIVO     302598     MEJIA                DEL TORO             BRUNO                34    HOMBRE    
2211    ACTIVO     330374     BENITEZ              LOPEZ                TERESA               17    MUJER     
2212    ACTIVO     315589     ROJAS                MORA                 JESUS                67    HOMBRE    
2213    ACTIVO     315860     CONTRERAS            ROJAS                FRIDA                60    MUJER     
2214    ACTIVO     309183     MEJIA                ESPINOZA             JESUS                57    HOMBRE    
2215    ACTIVO     313355     HERNANDEZ            VERA                 LUCAS                56    HOMBRE    
2216    ACTIVO     321845     MARTINEZ             ANDRADE              ALDO                 18    HOMBRE    
2217    ACTIVO     319550     MORA                 MEJIA                AMANDA               39    MUJER     
2218    ACTIVO     306287     MEJIA                ESPINOZA             FELIX                24    HOMBRE    
2219    ACTIVO     317143     LOPEZ                ANDRADE              ALBERTO              38    HOMBRE    
2220    ACTIVO     317486     HERNANDEZ            VERA                 ISAAC                62    HOMBRE    
2221    ACTIVO     330771     SANCHEZ              VERA                 JOHAN                38    HOMBRE    
2222    ACTIVO     325285     JUAREZ               CONTRERAS            DYLAN                21    HOMBRE    
2223    ACTIVO     320946     BENITEZ              HERNANDEZ            DYLAN                70    HOMBRE    
2224    ACTIVO     314243     DUARTE               ESPINOZA             DANIEL               48    HOMBRE    
2225    ACTIVO     327981     FERNANDEZ            QUISPE               ALDO                 19    HOMBRE    
2226    ACTIVO     315850     ANDRADE              FERNANDEZ            AURA                 20    MUJER     
2227    ACTIVO     313338     SILVA                SILVA                JOHAN                18    HOMBRE    
2228    ACTIVO     305859     VERA                 DEL TORO             AXEL                 29    HOMBRE    
2229    ACTIVO     322473     MARTINEZ             PINEDA               FRIDA                51    MUJER     
2230    ACTIVO     318404     GARCIA               BENITEZ              TERESA               60    MUJER     
2231    ACTIVO     302417     SANCHEZ              DEL TORO             BIANCA               34    MUJER     
2232    ACTIVO     323615     MARTINEZ             SILVA                ALEXA                59    MUJER     
2233    ACTIVO     315622     SILVA                PEREZ                TERESA               33    MUJER     
2234    ACTIVO     317378     DUARTE               PEREZ                ADONIS               49    HOMBRE    
2235    ACTIVO     321030     MEJIA                RUIZ                 ALEJANDRA            31    MUJER     
2236    ACTIVO     323100     PEREZ                RUIZ                 ALICIA               68    MUJER     
2237    ACTIVO     327735     HERNANDEZ            PEREZ                ELENA                26    MUJER     
2238    ACTIVO     318714     CONTRERAS            DUARTE               IVAN                 68    HOMBRE    
2239    ACTIVO     306021     ROJAS                RODRIGUEZ            FELIX                58    HOMBRE    
2240    ACTIVO     303524     MARTINEZ             CASTRO               FRIDA                52    MUJER     
